"cog","birthyear","gender","position"
5960.27293960315,1993.51784585044,"female","initial"
5613.05287672319,1965.48864276148,"female","medial"
6073.00133149547,1965.29929922894,"female","final"
4545.34253722509,1944.31437504012,"male","initial"
5948.88919633776,1955.74509828817,"female","initial"
4078.58488608407,1948.55030771811,"male","initial"
4608.11343931735,1972.12999342009,"male","initial"
4462.83162384951,1946.55922271777,"male","initial"
3762.99931298619,1965.27301658411,"male","medial"
4721.70590670704,1993.33561589941,"female","medial"
5131.22266457366,1992.53992146812,"female","initial"
4121.87421838469,1956.09546151944,"male","final"
3404.03493762837,1984.95423596818,"male","medial"
4235.91371213093,1956.18978454266,"male","initial"
5290.60616424172,1985.00317826401,"female","final"
3845.80616652256,1976.67278334033,"male","medial"
5931.08310978815,1966.93873563316,"female","final"
3829.41072949942,1998.52175075095,"male","initial"
5056.77023814087,1985.82643670961,"male","initial"
3718.91187690012,1995.63876194879,"male","final"
4695.85592167162,1945.80096058082,"male","final"
5800.35490878693,1981.72398237512,"female","initial"
5990.08984550708,1945.89792630635,"female","medial"
6237.40120028508,1969.1631587781,"female","initial"
6512.85298995978,1960.45190594625,"female","initial"
5176.43418804191,1986.11412916332,"female","medial"
4104.99458857692,1960.12560101226,"male","final"
6345.0810128411,1943.82420304697,"female","final"
6201.20534973891,1973.72810176108,"female","medial"
5949.12442635889,1959.53671482857,"female","initial"
5915.23355711997,1960.73821945116,"female","final"
4091.58292762731,1989.89472908899,"male","final"
6222.65227991405,1958.47963879351,"female","final"
3845.16802332416,1971.04605807923,"male","medial"
5966.91607007062,1970.89145254809,"female","medial"
6249.4680973476,1940.36524794064,"female","final"
4213.24860265412,1943.1027086312,"male","initial"
3968.77545315995,1975.48515044618,"male","initial"
6093.04563460648,1965.11426543351,"female","final"
4118.75656666551,1992.43130267598,"male","initial"
3982.63894002796,1999.37056193128,"male","medial"
3787.27210446828,1964.10790731665,"male","initial"
3444.65268390294,1978.2416201476,"male","medial"
5488.63648838812,1984.30119581521,"female","medial"
3831.63964973708,1992.92230841704,"male","medial"
5421.1247464168,1981.95342662279,"female","initial"
4404.32451937084,1996.66844317224,"male","initial"
3325.00007442411,1999.9350074213,"male","medial"
6079.69087602977,1962.44637298863,"female","final"
5220.30343921554,1964.95628891047,"female","medial"
5816.88991517566,1994.48956854641,"female","initial"
4304.69354688466,1963.74317901209,"male","medial"
3375.03690188646,1999.97481249273,"male","medial"
5392.93472347637,1987.16611147393,"female","initial"
4172.2838518145,1946.43441507593,"male","medial"
3982.97755837726,1997.40805345122,"male","final"
6072.59085105302,1957.13338056114,"female","medial"
4108.67385876801,1996.05379843619,"male","medial"
4268.13700824442,1942.93633774389,"male","medial"
5462.47509234859,1975.8412819216,"female","medial"
3995.8965725428,1944.06010038219,"male","initial"
4038.7671839506,1998.49860615097,"male","initial"
4174.95157724783,1946.80695946328,"male","final"
5850.1063382936,1965.85637477692,"female","medial"
7119.3033635768,1957.28089508601,"female","initial"
5628.33341347825,1967.88912550546,"female","medial"
5590.87723949101,1980.23698153906,"female","medial"
3996.25025192853,1962.54214202985,"male","final"
6340.00831283279,1973.21971184108,"female","final"
6365.06844040327,1952.04839981627,"female","medial"
5631.22945411286,1983.90390751883,"female","final"
6906.6080143274,1948.03819528315,"female","initial"
6095.53697536024,1952.00001863297,"female","medial"
3888.6389876643,1943.04195968434,"male","medial"
6797.16765228683,1949.54996411223,"female","final"
4405.84777033786,1954.46567316074,"male","initial"
6252.69822827194,1964.95872533415,"female","initial"
5612.37365717325,1997.5970139727,"female","final"
4275.37839257867,1998.92528486438,"male","initial"
4513.38745049287,1951.77120015025,"male","final"
5890.36192712772,1997.09510927089,"female","initial"
6272.49999527367,1958.40164156631,"female","final"
4669.38493418046,1954.06029944308,"male","initial"
4162.97739994277,1955.91498633381,"male","final"
3965.54612386655,1998.249539393,"male","final"
4479.54231526577,1962.81602325849,"male","medial"
4447.77929088189,1961.71981970314,"male","final"
5622.41726840704,1976.59317238722,"female","medial"
4101.48698383249,1960.58646988589,"male","initial"
5755.02307282706,1977.95603082515,"female","initial"
5591.1025517942,1994.24316847697,"female","initial"
5377.68044157953,1979.04980429914,"female","final"
6376.0785346962,1942.26311536506,"female","medial"
4228.485867437,1976.03450060356,"male","initial"
5916.61862378852,1976.2582884077,"female","medial"
4421.08870311345,1940.60214022174,"male","final"
6719.14601018752,1945.56928596459,"female","final"
6517.24941218308,1985.44129119255,"female","initial"
5910.98361708796,1954.44464267232,"female","final"
5476.4237479354,1993.18243195303,"female","medial"
4168.90994926519,1946.76644925028,"male","initial"
3964.64385730479,1999.98376263306,"male","medial"
6433.04075365505,1961.15469019394,"female","initial"
5207.85712254724,1951.73737597186,"male","initial"
3315.04628609778,1999.41555394791,"male","final"
6323.41320668262,1959.5043094689,"female","initial"
4167.04646105568,1972.16237958521,"male","final"
3671.49897504036,1979.25575470086,"male","final"
6083.53917543668,1942.03522396274,"female","medial"
3756.73878323843,1943.59606998041,"male","medial"
5557.17285289267,1971.06969067361,"female","final"
5566.84201095591,1956.12249502912,"female","medial"
5707.49733575698,1949.43557566497,"female","medial"
4564.64104575021,1941.15816790611,"male","initial"
3675.16226253465,1942.10255429614,"male","medial"
5953.43325117907,1956.51010794099,"female","final"
5243.82129511387,1983.2117304299,"female","medial"
4073.69142621308,1943.31753877923,"male","initial"
3573.28792030751,1982.54776896443,"male","initial"
4384.73144594112,1987.48457318172,"male","initial"
4931.91417004494,1996.17520087399,"female","medial"
4635.17464929685,1969.17614811566,"male","initial"
5296.14323891078,1983.5253590066,"female","initial"
6076.21652390248,1980.86874677334,"female","initial"
6622.99188419275,1942.23698813468,"female","initial"
3543.28212022498,1978.06963292416,"male","medial"
4043.75779013158,1988.9317077864,"male","medial"
4290.17231064065,1996.08563832473,"male","initial"
5070.69186004957,1973.18345763721,"female","medial"
5739.6746116575,1992.65746490564,"female","final"
5378.95244234887,1989.39003797714,"female","initial"
4496.92994477629,1944.00074230041,"male","initial"
4280.52404159755,1954.24071173649,"male","initial"
5891.91449832397,1956.80294980295,"female","initial"
4701.7936346584,1950.2669057576,"male","initial"
6057.50159626201,1950.1712742215,"female","final"
6244.19435210937,1941.10098463483,"female","medial"
3144.37531820803,1966.45881997421,"male","final"
5305.8586480968,1957.90186980739,"female","medial"
4922.03694734039,1964.82092625927,"male","final"
4307.88587133734,1948.52523854934,"male","final"
5853.1387662187,1951.65683204308,"female","initial"
6905.30352757038,1940.73631475214,"female","final"
5307.01483847646,1987.07959809341,"female","medial"
6312.40801624656,1953.39334773365,"female","initial"
3548.34989426428,1952.23015758675,"male","medial"
3881.03806322118,1954.89032559097,"male","medial"
6187.23727898042,1962.37217339221,"female","initial"
4389.79647257621,1977.86346100271,"male","final"
3738.44324448041,1989.04472072143,"male","medial"
4444.8784495357,1976.28125510179,"male","initial"
5941.85800711809,1972.98380054999,"female","final"
4408.54366097893,1959.25632653292,"male","final"
5194.32652952722,1978.14555923454,"female","medial"
4459.75908704698,1948.41596922372,"male","medial"
5574.76786722323,1993.44000067096,"female","final"
3372.40979352244,1975.61996547971,"male","medial"
3789.12487917228,1959.7048985539,"male","medial"
5594.41389514737,1977.99345883075,"female","final"
4642.99142334244,1970.37141579203,"male","medial"
3935.34870567398,1970.12595823966,"male","medial"
5149.54968265603,1984.12014044821,"female","initial"
4779.01965659897,1960.25430366863,"male","final"
4699.62887053759,1988.30531535204,"male","medial"
6263.76450351098,1959.5137045905,"female","initial"
3381.16505053128,1988.29841725528,"male","final"
5968.63309629923,1957.63169631362,"female","medial"
6555.44331532485,1966.05334297754,"female","final"
4725.99564455198,1949.94865567889,"male","final"
6410.82729653484,1962.84435466398,"female","final"
3781.70853866011,1987.10173855536,"male","initial"
4224.62308454278,1960.03399582114,"male","initial"
3657.5035855524,1982.30486162007,"male","initial"
3579.63269965874,1979.55856071785,"male","medial"
4570.84580710061,1954.20797930099,"male","medial"
6095.07534419473,1945.80968428403,"female","final"
5270.97525755873,1976.50132141076,"female","initial"
3606.50529929053,1942.84164621029,"male","final"
4741.67374980684,1948.85323034134,"male","medial"
6977.19084507061,1949.6160710929,"female","final"
3722.27264469806,1996.34554133285,"male","final"
6269.85749554757,1967.87274434697,"female","initial"
4178.2909732159,1960.83877976984,"male","initial"
3886.08178469339,1989.72428705543,"male","medial"
6273.02651260653,1989.47995376773,"female","final"
3464.8486010744,1966.62142295856,"male","medial"
6613.22501024156,1950.88412520476,"female","initial"
5511.16751164286,1993.11493000016,"female","final"
6149.98405698033,1952.01978364959,"female","initial"
5907.48763854049,1983.69181638118,"female","initial"
6208.74569145824,1958.50318233017,"female","initial"
4634.95444277492,1967.33500421513,"male","final"
4558.37928609223,1977.88986803498,"male","final"
3570.28465600443,1990.10634138249,"male","medial"
5957.30829250159,1958.47410045099,"female","initial"
5575.27007903537,1946.28604091704,"female","final"
5664.28463564237,1991.25440414995,"female","initial"
4366.77961471042,1972.44467117358,"male","initial"
5403.90591953241,1989.08309273887,"female","initial"
3794.70461924143,1967.87385251839,"male","medial"
3924.3532681565,1983.30361162312,"male","initial"
4433.39940822485,1958.67583282758,"male","final"
3966.15245279323,1956.23117880896,"male","initial"
4491.97479197785,1951.79230303038,"male","initial"
4245.89513319796,1993.50993748289,"male","medial"
5397.84585248069,1979.68313725665,"female","initial"
4503.5849781015,1997.20588643104,"male","final"
3891.25776045086,1974.05402295757,"male","final"
6890.02689179698,1951.47073990665,"female","initial"
3935.97122969427,1982.01476075221,"male","medial"
5728.62536889307,1964.11439687945,"female","initial"
5951.41195143152,1945.7133549545,"female","medial"
5288.55735609516,1985.23628779221,"female","medial"
3538.18361086562,1989.3353791954,"male","medial"
4134.36487966255,1971.47880464792,"male","initial"
3779.73416328293,1988.18895485252,"male","medial"
5659.8552780304,1997.57023031358,"female","final"
5122.44363357721,1993.22044701315,"female","final"
5716.95063784968,1965.18318832852,"female","final"
4536.93932901935,1949.82320325915,"male","final"
3796.14530436047,1990.71289115585,"male","final"
4256.63621507492,1972.95606122818,"male","final"
3481.28685902477,1983.73175515793,"male","final"
4414.19448073232,1963.7775620399,"male","initial"
4288.25853336715,1954.08763444982,"male","medial"
4014.22270019934,1994.57246396225,"male","initial"
6989.72632515177,1959.1364068538,"female","final"
4266.67809712977,1980.35098028369,"male","final"
4925.04845885717,1945.05844664294,"male","final"
5621.22167246702,1960.19746299367,"female","medial"
3744.68611398835,1983.43336437829,"male","final"
3697.31264205403,1975.65789909568,"male","initial"
4128.20298108085,1957.52469032537,"male","medial"
4698.37213142621,1955.08402719628,"male","initial"
3716.83702242914,1966.40973229427,"male","final"
5926.78642415418,1957.57485984359,"female","initial"
4101.20862973287,1970.03430912737,"male","initial"
3732.30000121505,1951.01154798642,"male","medial"
4921.46308331402,1990.72824405041,"male","final"
5906.58554498668,1984.36661698855,"female","initial"
5952.85929418605,1942.06936352421,"female","medial"
3796.98106549722,1952.62692230754,"male","initial"
5892.77947975963,1971.95783857256,"female","final"
4296.67833458609,1953.01650783047,"male","medial"
6405.64852965338,1945.29823984485,"female","initial"
4390.33663896426,1978.49581907503,"male","initial"
4627.39105882155,1997.72413254716,"female","medial"
4496.81635854994,1979.03615790419,"male","initial"
4176.68175526052,1997.2120576771,"male","final"
4984.63535563629,1989.00356371887,"male","initial"
5368.02724636832,1992.32268216554,"female","final"
6112.45211824885,1951.40286650974,"female","final"
3949.67667717764,1964.27961754613,"male","final"
5634.84014018938,1966.67550966144,"female","initial"
6452.43412436966,1946.63956626318,"female","medial"
4208.97028822078,1982.18887836207,"male","final"
3527.56970543213,1971.79179565515,"male","medial"
4850.67871290336,1954.33688530233,"male","initial"
6557.99166658423,1952.42983025033,"female","initial"
5955.57794743906,1973.58317690901,"female","final"
3183.95422808357,1977.60763613973,"male","medial"
5676.60074317834,1981.33378737606,"female","initial"
5145.4783505224,1963.45632866025,"female","medial"
3591.75380530487,1960.02844162285,"male","medial"
4990.93127405182,1949.50590194203,"male","final"
4402.27409418185,1999.92836391088,"male","final"
3837.51287308068,1987.81801955309,"male","final"
5841.53337667363,1976.55428090133,"female","initial"
5451.92461380511,1997.79096544255,"female","initial"
5940.02807293718,1943.58370677102,"female","final"
6083.62146500892,1949.60223796312,"female","medial"
5706.6346638019,1990.50920786336,"female","final"
5779.31449173917,1995.01703281421,"female","final"
3641.39990397911,1988.49582144059,"male","medial"
5780.45970111758,1952.98802599777,"female","initial"
5858.35228729223,1953.9838485932,"female","initial"
4447.07374839734,1952.14766617864,"male","initial"
6031.98207319057,1949.59213486407,"female","initial"
5419.07498670972,1979.87630595453,"female","initial"
5436.30058954671,1968.04779424798,"female","initial"
6150.23181217375,1953.55815612245,"female","medial"
5909.61338948504,1961.20405199006,"female","final"
4582.07215421212,1953.56103321072,"male","medial"
4202.42638640694,1973.5505480459,"male","final"
4812.16631342749,1953.00351223443,"male","final"
6877.70474353264,1944.74217804614,"female","final"
4396.4180459241,1992.63016633224,"male","initial"
3536.71347362537,1992.0803109277,"male","medial"
3957.05591515331,1944.96656571515,"male","initial"
6858.07879783841,1950.50251259003,"female","final"
5640.8910588041,1956.53413071297,"female","medial"
4148.08007569813,1983.06945548858,"male","medial"
4415.43435265783,1987.3460400058,"male","final"
4767.21530860337,1995.3334902972,"female","medial"
4094.64326762457,1994.16657011956,"male","medial"
6569.35730098424,1958.96927060094,"female","initial"
3945.72460458789,1984.28976933938,"male","final"
5473.43533763789,1973.41192923486,"female","medial"
4327.83936615609,1997.77884525247,"male","initial"
6376.8674903838,1948.82740093395,"female","medial"
5891.79979102362,1941.34918821044,"female","initial"
4059.17746803533,1947.26363058202,"male","initial"
5644.13366883109,1986.87975390814,"female","medial"
4336.16941277856,1960.7935341727,"male","final"
5481.87769315974,1941.5391043108,"female","medial"
4171.15125593529,1971.9056191761,"male","initial"
4349.03108909726,1945.43827487621,"male","medial"
5438.9977520376,1969.15027854498,"female","medial"
4272.05528205497,1985.18308028113,"male","initial"
3694.02292648344,1978.20476011373,"male","medial"
6775.21562235651,1950.7396753272,"female","initial"
6824.10159980731,1948.10189988464,"female","initial"
4829.70086419337,1948.00176570192,"male","final"
4690.19186303354,1949.37545293011,"male","initial"
5466.91603308637,1958.74336456414,"female","final"
6258.87877152361,1973.08511029463,"female","initial"
3591.1184142462,1999.62374787778,"male","medial"
6047.55471255391,1971.82643846609,"female","medial"
3984.99732161774,1985.46547049657,"male","medial"
5753.93381215849,1996.43871516921,"female","medial"
3500.94231291002,1974.33902637102,"male","final"
4461.44199645422,1957.41884081624,"male","final"
5927.17448928164,1960.34987904597,"female","initial"
4014.82521985149,1982.10435847752,"male","final"
5258.8891181375,1989.72427754197,"female","medial"
5989.43778986338,1954.35105805285,"female","initial"
5332.78662900402,1990.40296230931,"female","medial"
3398.46721867402,1997.49349818099,"male","initial"
4672.33142933985,1947.48979251832,"male","final"
6294.05811458351,1946.92575089633,"female","medial"
5576.55853436219,1995.65567273181,"female","final"
6321.58632637687,1962.0467022201,"female","final"
3865.98238458196,1945.08242070209,"male","medial"
4651.62237336067,1950.4887799453,"male","medial"
4492.75922491791,1960.39494064637,"male","final"
5758.26897608809,1982.7551933378,"female","initial"
5701.1559482247,1994.70175208058,"female","final"
5739.39509482984,1961.68876705691,"female","initial"
5062.35314787499,1946.99496746529,"male","final"
5109.39309875403,1998.87186604552,"female","medial"
6040.25681126029,1974.43528610282,"female","final"
5843.03536395228,1968.3982613869,"female","initial"
3343.76247035069,1986.26330981497,"male","initial"
6007.73673157186,1987.99384546466,"female","final"
4028.32738697964,1987.43646702264,"male","initial"
3986.88674553228,1992.35422045924,"male","medial"
5565.29371533895,1956.02457297035,"female","initial"
5683.90764873844,1960.63604157884,"female","final"
5787.44015537651,1995.94443577807,"female","initial"
4863.34364022185,1957.14152908418,"male","final"
3654.24402030298,1978.8188919751,"male","final"
5750.98015117059,1957.34795000404,"female","medial"
7057.65728604701,1941.4923313912,"female","final"
4478.57512508263,1955.84931440186,"male","initial"
4641.24944030088,1990.11458795983,"male","final"
6087.04757231369,1940.38852100726,"female","initial"
3805.03276932775,1995.14747735579,"male","initial"
6311.64227012501,1957.78998510446,"female","initial"
5623.09601538967,1973.70552056469,"female","medial"
5925.44880957986,1982.42876700591,"female","medial"
5457.49986296845,1984.92831461132,"female","initial"
5167.07055117976,1968.67816227488,"female","initial"
6273.5877125531,1940.33407814335,"female","final"
4282.9517038256,1956.51560665108,"male","final"
4329.66432053676,1961.62246102002,"male","medial"
3754.86954888715,1982.7996106213,"male","initial"
4416.39705781341,1990.20609330852,"male","initial"
5081.61741701191,1999.46132694837,"female","initial"
5905.2396128262,1963.67863039486,"female","medial"
4491.44182827785,1997.71784164943,"male","final"
4398.05907305451,1967.78753419872,"male","initial"
6329.70587226454,1950.89724759106,"female","medial"
4791.73298591541,1940.87334253825,"male","initial"
5924.09396145029,1967.74020610377,"female","initial"
4395.8766310764,1953.18207187578,"male","medial"
3917.47587133435,1955.99271820392,"male","medial"
5494.97394483514,1948.547846484,"female","medial"
3948.94227114948,1954.28165493067,"male","medial"
6107.94755480384,1949.37091215979,"female","final"
4118.27576690669,1949.50834248681,"male","medial"
4747.26823817911,1983.38202622719,"male","medial"
4075.5008127885,1971.70560346916,"male","final"
3815.7790498791,1953.30161545891,"male","medial"
6254.67596739138,1969.65520773083,"female","initial"
5772.58024105797,1978.9395524608,"female","final"
5373.83006621711,1999.98151010834,"female","final"
3696.0236696636,1987.8337498568,"male","medial"
4464.00711408723,1998.03471115883,"male","initial"
5414.99083809748,1997.20117226709,"female","initial"
4176.19455455437,1999.73455233499,"male","initial"
5548.50245204432,1977.78401394375,"female","final"
5943.45395725074,1974.38251540065,"female","final"
6055.85502795128,1958.88344241306,"female","final"
5982.27762223847,1949.26389629487,"female","initial"
6550.20725053235,1963.27317924239,"female","initial"
6001.15029271853,1980.78209896106,"female","medial"
6147.85044767808,1946.47346185055,"female","medial"
4683.26693349628,1953.3590989979,"male","initial"
3980.46482028575,1979.29138343316,"male","medial"
5474.24344716197,1989.71563498955,"female","medial"
3690.9858405221,1986.5993113257,"male","initial"
5675.33594733895,1992.4121206766,"female","initial"
4185.0284252683,1982.85107620526,"male","final"
6026.01293740233,1985.8648578031,"female","final"
4915.33541866466,1999.31211279705,"female","medial"
3653.06319469701,1964.74280359689,"male","medial"
5859.92041351056,1964.17464671191,"female","final"
4853.79290398153,1943.04335260298,"male","initial"
6473.3097637524,1945.22052505985,"female","final"
3547.11352181968,1944.57407009322,"male","medial"
5971.45191811127,1957.2312753927,"female","initial"
3794.732430395,1967.21083158627,"male","medial"
3077.51223105257,1993.22195198387,"male","medial"
5292.26719094429,1986.46414896008,"female","final"
3917.32270451202,1963.10793039855,"male","final"
4110.54914743001,1980.88050142862,"male","medial"
5537.01079220831,1943.77626002766,"female","medial"
3699.25219786689,1975.54111029487,"male","medial"
4268.43968563602,1946.6566492524,"male","final"
5889.37286632776,1955.39424252231,"female","initial"
3929.32624113563,1971.69375402853,"male","medial"
5857.48315676975,1980.46120862477,"female","initial"
5617.30802146552,1943.3359366795,"female","initial"
5845.84988212291,1994.32458032388,"female","final"
4796.70143624307,1986.0311383754,"female","medial"
4700.26735203248,1964.46674315725,"male","initial"
3332.38529948931,1967.11054904386,"male","final"
4897.97380590118,1980.47556528822,"male","initial"
5595.64688330997,1982.5408918364,"female","final"
3726.3686514459,1997.1633005375,"male","medial"
4508.11761647801,1954.16963368654,"male","initial"
5799.22159568224,1966.33062970359,"female","medial"
3389.44808389223,1975.89710698929,"male","medial"
6081.28145448318,1962.94365259819,"female","initial"
6460.18260311206,1960.66900954582,"female","final"
5989.19585749641,1945.06425070576,"female","medial"
5861.90201715148,1965.38492810912,"female","final"
3267.34063091528,1995.60128348414,"male","medial"
4382.61850454144,1962.40967411082,"male","initial"
3843.11766958271,1949.75266831461,"male","initial"
5424.6210706472,1984.39354220405,"female","final"
6022.3976350006,1956.00478673354,"female","medial"
6315.46775194587,1946.55619890429,"female","final"
5669.15888256196,1962.14513589628,"female","medial"
3925.2593267105,1985.50012062769,"male","initial"
4657.80667811959,1967.82284703106,"male","final"
3789.40984780465,1997.71176977083,"male","initial"
6012.0385626169,1969.92354973685,"female","final"
4426.17105629949,1968.54520968627,"male","initial"
4522.55292421111,1954.73539716098,"male","medial"
6066.12389502537,1955.98471025936,"female","final"
6515.16278582468,1961.77600325085,"female","initial"
5472.16509457849,1961.55900389422,"female","medial"
4292.00609988935,1957.14453199878,"male","medial"
3996.2688281486,1953.72632858809,"male","medial"
6404.14903682134,1974.13803432602,"female","initial"
3968.71463547548,1974.2672750866,"male","medial"
3486.47982753646,1974.98592830263,"male","medial"
5948.27714928014,1953.43076471705,"female","medial"
5337.89519205787,1987.53987616859,"female","final"
5672.1239687643,1995.6987809157,"female","final"
5792.45124279939,1995.10191922542,"female","initial"
4404.51766874911,1942.1087135002,"male","medial"
5520.32870568941,1975.41981655639,"female","final"
3198.94844161974,1987.45193294715,"male","medial"
6154.67465152088,1945.54750413634,"female","final"
5332.87446184296,1988.38149775751,"female","initial"
4588.79125126052,1958.37528942153,"male","final"
4544.99039189694,1962.36196366139,"male","medial"
6273.80898054685,1943.02132957149,"female","initial"
5868.61004163421,1947.74898321833,"female","medial"
4722.50702213655,1941.02756104898,"male","final"
5790.46375888884,1990.61055995058,"female","initial"
4610.94956725884,1969.13904021494,"male","initial"
5496.8974189104,1989.02429026552,"female","final"
5901.91105232763,1976.40933146235,"female","final"
4095.98049162788,1975.67339050118,"male","final"
4990.64830287347,1990.2560778521,"female","medial"
5904.29785460707,1969.38422805164,"female","medial"
6244.952997381,1950.35951132886,"female","final"
3729.39462726535,1945.90016328264,"male","medial"
6139.85501417119,1950.17941663973,"female","medial"
4397.53766775145,1946.12500546034,"male","final"
4490.80738300021,1973.2677442953,"male","initial"
3930.27065053209,1973.06375099812,"male","final"
4016.93076287309,1985.01478333026,"male","initial"
5901.49813952911,1941.25538881868,"female","medial"
5843.13170984472,1963.33377808332,"female","medial"
6178.06887697763,1975.68668269087,"female","initial"
6417.10481713221,1947.14720223099,"female","final"
3913.12909248349,1985.60430032201,"male","medial"
5670.32059703689,1986.05307215359,"female","initial"
4445.8722503508,1975.62120656017,"male","final"
3641.67223200437,1954.23521572258,"male","medial"
4431.75480842334,1993.99467825424,"male","final"
4716.29120041198,1969.2329827277,"male","initial"
4283.7216496015,1944.75700045004,"male","medial"
4652.32441430785,1957.4033075152,"male","initial"
4067.20461749716,1966.92106748931,"male","medial"
4062.57773265871,1957.49142123852,"male","final"
6325.34096637236,1941.21724967845,"female","medial"
3943.89047045895,1992.39549975377,"male","final"
5694.36074770342,1949.15877381805,"female","medial"
4805.04586486122,1999.23895311542,"male","medial"
6146.81735140158,1953.66922646761,"female","initial"
3938.83639831124,1953.86846292298,"male","medial"
5558.6953248658,1989.7699737642,"female","initial"
4302.81346312039,1984.69911690336,"male","final"
3900.05137223446,1976.17063376121,"male","medial"
5940.99494766819,1977.13308969047,"female","final"
3640.16557967794,1970.38859415334,"male","medial"
5577.79374623348,1971.50596106425,"female","final"
3935.14861583448,1990.767996707,"male","final"
5519.873222851,1958.52607267909,"female","medial"
4366.78393798561,1985.15180319548,"male","final"
5752.18430670557,1952.05238432158,"female","medial"
3874.25784060711,1997.86032200325,"male","final"
4302.21210063071,1964.88510473166,"male","initial"
6429.3280570494,1951.18092590943,"female","final"
4309.55768613711,1993.74801131897,"male","final"
3419.47108935405,1985.66511415876,"male","medial"
6471.22589738148,1967.84082763828,"female","initial"
4509.34268878377,1997.80882074032,"male","final"
5801.66485045476,1948.31825261936,"female","medial"
4289.212253871,1953.93179798033,"male","medial"
3946.75455247406,1966.32696967572,"male","initial"
3860.27520626181,1963.59512178693,"male","medial"
4651.26109890801,1970.76811690815,"male","initial"
6038.8793712307,1986.83094587643,"female","initial"
5667.1768122428,1982.19567697961,"female","medial"
6051.63987667423,1968.6130298581,"female","final"
5338.62067573179,1985.88633378968,"female","medial"
4009.47942376684,1972.97567419708,"male","final"
3426.22881733365,1978.83892190177,"male","medial"
6269.54050907988,1948.11125786044,"female","medial"
3765.42831920634,1941.53252409771,"male","medial"
5641.15300630657,1977.0402521221,"female","medial"
4619.59437495365,1940.94207144808,"male","initial"
5519.41639491562,1998.10376478359,"female","initial"
4201.84064809504,1968.30593653955,"male","final"
4454.3362527154,1995.77330447268,"male","final"
6518.95652538886,1942.51476517413,"female","final"
6066.7227115386,1952.32377852779,"female","final"
4401.17991847119,1984.58822260611,"male","medial"
3940.16366669022,1963.13638241962,"male","initial"
